isin,nemo,frecuencia,moneda
COT29CB00070,BGAA1099A10,TV,COP
COB63CD03ZC3,CDTFAN80,MV,COP
COJ26CD33769,CDTGMA80,MV,COP
COB02CB00372,BBPO10159C03,TV,COP
US4642872349,US4642872349,NAp,USD
COL40CB0FZR5,BPEISSA3,PV,COP
COL40CB0GAW6,BPEISSA3,PV,COP
COL40CB0FX60,BPEISSA3,PV,COP
COL40CB0FCG7,BPEISSA3,PV,COP
COL40CB0G293,BPEISSA3,PV,COP
COL17CB1J849,BPEMINHTA3,PV,COP
COL40CB0GC72,BPEISSA3,PV,COP
COL40CB0FXN9,BPEISSA4,PV,COP
COL40CB0G3Z1,BPEISSA4,PV,COP
COL40CB07MR1,BPEISSA3,PV,COP
COL40CB0FYZ1,BPEISSA4,PV,COP
COL40CB0GF12,BPEISSA4,PV,COP
COL40CB15528,BPEISSA4,PV,COP
COL40CB0GCJ9,BPEISSA3,PV,COP
COL40CB0FWQ4,BPEISSA4,PV,COP
COL40CB0G715,BPEISSA4,PV,COP
COL17CB1J5U1,BPEMINHTA3,PV,COP
COL17CB1IHB8,BPEMINHTA3,PV,COP
COB01CD02CU6,CDTBBO80,MV,COP
COB07CD89586,CDTBCB90DP,TV,COP
COB07CD89891,CDTBCB90DP,TV,COP
COB23CD15646,CDTBOC90P,TV,COP
COB02CD11946,CDTBPO90,TV,COP
COB51CD88362,CDTDVI95,TV,COP
COB51CD88354,CDTDVI95,TV,COP
COB51CD88412,CDTDVI95,TV,COP
CORK9PT00075,CORK9PT00075,NAp,COP
COR4QPT00018,COR4QPT00018,NAp,COP
CORA5PT00224,CORA5PT00224,NAp,COP
FEP5 FICA ALIANZA FIDUCIARIA,FEP5 FICA ALIANZA FIDUCIARIA,NAp,COP
FEP5 FICA ALIANZA VALORES,FEP5 FICA ALIANZA VALORES,NAp,COP
FEP5 FICA ALTA LDEZ COLSEGUROS,FEP5 FICA ALTA LDEZ COLSEGUROS,NAp,COP
FEP5 FICA BBVA FAM,FEP5 FICA BBVA FAM,NAp,COP
FEP5 FICA EFECTIVO F PREVISORA,FEP5 FICA EFECTIVO F PREVISORA,NAp,COP
FEP5 FICA F CENTRAL,FEP5 FICA F CENTRAL,NAp,COP
FEP5 FICA FIDUCUENTA BANCOL,FEP5 FICA FIDUCUENTA BANCOL,NAp,COP
FEP5 FICA FONVAL CREDICORP,FEP5 FICA FONVAL CREDICORP,NAp,COP
FEP5 FICA INTERÉS CORREDORES,FEP5 FICA INTERÉS CORREDORES,NAp,COP
FEP5 FICA LIQUIDEZ CASADEBOLSA,FEP5 FICA LIQUIDEZ CASADEBOLSA,NAp,COP
FEP5 FICA MM LIQUIDEZ BYR,FEP5 FICA MM LIQUIDEZ BYR,NAp,COP
FEP5 FICA OCCIRENTA,FEP5 FICA OCCIRENTA,NAp,COP
FEP5 FICA RENDIR COLPATRIA,FEP5 FICA RENDIR COLPATRIA,NAp,COP
FEP5 FICA RENTA ACCIONES,FEP5 FICA RENTA ACCIONES,NAp,COP
FEP5 FICA SUMAR FBOGOTÁ,FEP5 FICA SUMAR FBOGOTÁ,NAp,COP
FEP5 FICA SUPERIOR DAVIVIENDA,FEP5 FICA SUPERIOR DAVIVIENDA,NAp,COP
FEP5 FICA ULTRAVALORES,FEP5 FICA ULTRAVALORES,NAp,COP
FEP5 FICA VALOR PLUS CORFICOL,FEP5 FICA VALOR PLUS CORFICOL,NAp,COP
FEP5 FICA VISTA ACCIVALORES,FEP5 FICA VISTA ACCIVALORES,NAp,COP
FEP5 FICC I OLDMUTUAL CII CPA1,FEP5 FICC I OLDMUTUAL CII CPA1,NAp,COP
FEP5 FICC INMB PREMIUM ALIANZA,FEP5 FICC INMB PREMIUM ALIANZA,NAp,COP
FEP5 RE FDO CESANTIAS CORTO PL,FEP5 RE FDO CESANTIAS CORTO PL,NAp,COP
FEP5 RE FDO CESANTIAS LARGO P,FEP5 RE FDO CESANTIAS LARGO P,NAp,COP
FEP5 RE FDO PENS OBLIG CONSER,FEP5 RE FDO PENS OBLIG CONSER,NAp,COP
FEP5 RE FDO PENS OBLIG MAYOR R,FEP5 RE FDO PENS OBLIG MAYOR R,NAp,COP
FEP5 RE FDO PENS OBLIG MOD,FEP5 RE FDO PENS OBLIG MOD,NAp,COP
FEP5 RE FDO PENS OBLIG RETIRO,FEP5 RE FDO PENS OBLIG RETIRO,NAp,COP
COJ70CD36844,CDTLBXS0V,PV,COP
LU0307720911,LU0307720911,NAp,USD
FEP5 FCP NEXUS INFR. COMP. A,FEP5 FCP NEXUS INFR. COMP. A,NAp,COP
FEP5 FCP NEXUS INFR. COMP. B,FEP5 FCP NEXUS INFR. COMP. B,NAp,COP
COB06CD0GNN0,CDTBSA80,MV,COP
CORE4PT00181,CORE4PT00181,Nap,COP
US05968LAH50,US05968LAH50,SV,USD
COT80CH02092,INST10151025,MV,UVR
COL17CT03052,TFIT02010716,AV,COP
COB56CD0J2G3,CDTFALS0V,PV,COP
COJ12PA00113,DACORFICOL,NAp,COP
COJ12PA00121,DAPFCORFIC,NAp,COP
COT13CB00074,BSIS01149D16,TV,COP
COR4IPT00148,COR4IPT00148,NAp,COP
USP1024TAN92,USP1024TAN92,SV,USD
COJ12PA00055,SDCORFIC,Nap,COP
COJ12PA00105,SDPFCORF,Nap,COP
COR4IPT00155,COR4IPT00155,Nap,COP
CORM3PT00050,CORM3PT00050,Nap,COP
CORH7PT00140,CORH7PT00140,Nap,COP
COB51CB00619,BDVI1059C120,TV,COP
CORH5PT00094,CORH5PT00094,Nap,COP
COB23CB00766,BBOC09158D02,MV,COP
CORK9PT00018,CORK9PT00018,Nap,COP
FEP5 FICA FIDUCREDICORP VISTA,FEP5 FICA FIDUCREDICORP VISTA,Nap,COP
COB02CD13793,CDTBPO80,MV,COP
FED5 FCP TPG VII,FED5 FCP TPG VII,Nap,USD
COB64CD023Y0,CDTIVC80,MV,COP
COL17CT03433,TCO364131216,Dto,COP
FED5 FCP NB CO INVERSION III,FED5 FCP NB CO INVERSION III,Nap,USD
CORH5PT00102,FEP5 FCP TERRANUM COMP - B,NAp,COP
US5771307924,US5771307924,NAp,USD
FEP5 FCP BRICAPITAL,FEP5 FCP BRICAPITAL,NAp,COP
FEP5 FCP MAS LATAM COMP III,FEP5 FCP MAS LATAM COMP III,NAp,COP
CORK9PT00083,CORK9PT00083,NAp,COP
CORE4PT00199,CORE4PT00199,NAp,COP
COR4QPT00067,COR4QPT00067,NAp,COP
COR90PT00781,COR90PT00781,NAp,COP
US912828P469,US912828P469,NAp,USD
CORH7PT00173,CORH7PT00173,Nap,COP
LU1291102447,LU1291102447,Nap,EUR
COR4IPT00163,COR4IPT00163,Nap,COP
COL17CT03441,TUVT20040435,AV,UVR
COB06CB00399,BBSA0116SA24,TV,COP
CORG6PT00309,FEP5 FCP NEXUS INFR. COMP. B,Nap,COP
COB63CB00275,BFAN0516SA18,TV,COP
COB02CD14494,CDTBPOS0V,TV,COP
FEP5 FCP MAS COLOMBIA LATAM,FEP5 FCP MAS COLOMBIA LATAM,Nap,COP
COB32CB00015,BCSA01169C10,TV,COP
COB31CD05707,CDTBCXS0V,PV,COP
COB31CD05715,CDTBCXS0V,PV,COP
FEP5 FCP 4G COI ASHMORE I COM6,FEP5 FCP 4G COI ASHMORE I COM6,Nap,COP
COT80CH02175,TERA9190528,TV,COP
LU0255980830,LU0255980830,Nap,EUR
XS1385239006,XS1385239006,AV,EUR
LU1291102108,LU1291102108,Nap,EUR
COL17CT03466,TCO364130617,Dto,COP
COT0CCB00044,BISU01169C15,TV,COP
USP40684AB17,USP40684AB17,SV,UVR
USP40684AA34,USP40684AA34,SV,USD
CORH7PT00199,CORH7PT00199,Nap,COP
FEP5 FCP INMOB TLC BOGOTA,FEP5 FCP INMOB TLC BOGOTA,Nap,COP
LU0389811539,LU0389811539,Nap,EUR
COB51CB00635,BDVI0116SF36,TV,COP
COB51CB00650,BDVI1169C144,TV,COP
CORE4PT00215,CORE4PT00215,Nap,COP
COB06CB00431,BBSA2169C120,TV,COP
COB06CB00415,BBSA0216SA48,TV,COP
COJ10CD11264,CDTSFNS0V,TV,COP
CORA5PT00265,CORA5PT00265,Nap,COP
COR20PT01190,COR20PT01190,Nap,COP
COR20PT01216,COR20PT01216,Nap,COP
COR20PT01224,COR20PT01224,Nap,COP
COR20PT01232,COR20PT01232,Nap,COP
COR20PT01240,COR20PT01240,Nap,COP
COR20PT01257,COR20PT01257,Nap,COP
COR20PT01265,COR20PT01265,Nap,COP
COR20PT01299,COR20PT01299,Nap,COP
COR20PT01307,COR20PT01307,Nap,COP
COR20PT01315,COR20PT01315,Nap,COP
COR20PT01323,COR20PT01323,Nap,COP
COR20PT01331,COR20PT01331,Nap,COP
COR20PT01349,COR20PT01349,Nap,COP
COR20PT01281,COR20PT01281,Nap,COP
COR20PT01273,COR20PT01273,Nap,COP
COR20PT01356,COR20PT01356,Nap,COP
COR20PT01364,COR20PT01364,Nap,COP
COR20PT01208,COR20PT01208,Nap,COP
COR20PT01372,COR20PT01372,Nap,COP
COR20PT01380,COR20PT01380,Nap,COP
COR20PT01398,COR20PT01398,Nap,COP
COR20PT01406,COR20PT01406,Nap,COP
COR20PT01414,COR20PT01414,Nap,COP
COR20PT01422,COR20PT01422,Nap,COP
COR20PT01430,COR20PT01430,Nap,COP
COR20PT01539,COR20PT01539,Nap,COP
COR20PT01547,COR20PT01547,Nap,COP
COR20PT01554,COR20PT01554,Nap,COP
COR20PT01562,COR20PT01562,Nap,COP
COR20PT01570,COR20PT01570,Nap,COP
BBG000BQZ8T2,BBG000BQZ8T2,Nap,CAD
COI04CB00159,BPMG11695A10,PV,COP
COE16CB00046,BISG0116S5A7,TV,COP
COE26CB00144,BCOS0416SE4,TV,COP
COT80CH02191,INST10140926,MV,COP
COE21CB00194,BCHB0816SE6,TV,COP
COB51CB00668,BDVI2169C120,TV,COP
IE00B53HP851,IE00B53HP851,NAp,GBP
LU0248049172,LU0248049172,NAp,EUR
CL0000000100,CL0000000100,Nap,CLP
CLP3880F1085,CLP3880F1085,Nap,CLP
COT09PA00050,SDPFGRUARG,Nap,COP
FEP5 FCP SENIOR CAP COMP. 04,FEP5 FCP SENIOR CAP COMP. 04,Nap,COP
FEP5 FICA ALIANZA LIQUIDEZ,FEP5 FICA ALIANZA LIQUIDEZ,Nap,COP
LU0886779783,ABERDEEN GL-EMMKT EQTY-G2,NAp,USD
COR90PT00823,FEP5 FCP TRASANDINO SEAF,NAp,COP
CORH7PENDIENTE1,FEP5 FCP ALTRA FCP 2,NAp,COP
CORH7PT00223,FEP5 FCP ALTRA FCP 2,NAp,COP
COB07CD025I8,CDTBCB90,TV,COP
COB07CD029U5,CDTBCB90,TV,COP
US46435G3341,US46435G3341,NAp,GBP
CORM3PT00183,FEP5 FCP ENERGETICO ANDINO C,NAp,COP
COT13CB00090,BSIS217SA005,NAp,COP
LU0821169231,LU0821169231,NAp,USD
US81369Y7040,US81369Y7040,NAp,USD
COE01CB00022,BEEB1179A015,Nap,COP
AODF5 AH BBH USD,AODF5 AH BBH USD,NAp,USD
COL17CT03508,TUVT11170327,AV,UVR
COE26CB00151,BCOS517SE002,TV,COP
COT80CH02308,INST10080327,MV,COP
CORE4PT00249,FEP5 FCP BRICAPITAL,NAp,COP
FEP5 FCP SURA AM DES INMB,FEP5 FCP SURA AM DES INMB,NAp,COP
COL17CT03490,TFIT16300632,AV,COP
COB07CD05CC4,CDBCBS0V,TV,COP
FEP5 FICA BBVA FAM CLASE H,FEP5 FICA BBVA FAM CLASE H,NAp,COP
BGOF0 MEX BONOS DESARR ACT/360,BGOF0 MEX BONOS DESARR ACT/360,SV,MXN
COR90PT00831,FEP5 FCP TRASANDINO SEAF,NAp,COP
COL06CB0018,BFDT1179A007,TV,COP
CORN0PEDIENTE1,FEP5 FCP NEXUS INMOB DIVER,NAp,COP
CA9628791027,AC ORD WHEATON PRECIOUS METALS,NAp,USD
AOPF5 AH ITAU CORPBANCA,AOPF5 AH ITAU CORPBANCA,DV,COP
COD38CB00232,BCCB517SA006,TV,COP
CORM3PT00209,FEP5 FCP ENERGETICO ANDINO C,NAp,COP
GROUPAMA AVENIR EURO,GROUPAMA AVENIR EURO,NAp,EUR
COE26CB00177,BOPF5 CODENSA,TV,COP
COB63CB00333,BOPI0 BCO FINANDINA,TV,COP
BOPENDIENT2,BOPI0 BCO FINANDINA,TV,COP
US912828X885,BTDF0 US GOVT NAT TREASURY,SV,USD
XS1634266172,XS1634266172,AV,COP
FED5 FCP PG DIRECT 2016,FED5 FCP PG DIRECT 2016,Nap,USD
FED5 FCP PINEBRIDGE SECOND IV,FED5 FCP PINEBRIDGE SECOND IV,Nap,USD
PARVEST EQ JAPAN SMALL CAP,PARVEST EQ JAPAN SMALL CAP,Nap,JPY
COT29CB00138,BGAA6179A025,TV,COP
XS1574944572,NBPF0 NOTA CITIGROUP GLOBAL MK,PV,COP
COT09CP00023,BOPF5 PAPEL COMER GRUPO ARGOS,PV,COP
XS1508733398,NBPF0 NOTA JPMORGAN CHASE BANK,PV,COP
US4642878049,US4642878049,Nap,USD
BSFN217SD036,BSFN217SD036,TV,COP
XS1511779305,BGEF5 MEX GOVT NAT TREASURY,Nap,EUR
BEEB1179A007,BPPI5 EMP ENERGIA DE BTA,TV,COP
CORH7PT00249,FEP5 FCP ALTRA FCP 2,NAp,COP
IE00B6R52259,IE00B6R52259,NAp,USD
COR20PT01612,COR20PT01612,NAp,COP
COR20PT01620,COR20PT01620,NAp,COP
COR20PT01638,COR20PT01638,NAp,COP
COR20PT01646,COR20PT01646,NAp,COP
COR20PT01653,COR20PT01653,NAp,COP
COR20PT01661,COR20PT01661,NAp,COP
COR20PT01679,COR20PT01679,NAp,COP
COR20PT01687,COR20PT01687,NAp,COP
COR20PT01695,COR20PT01695,NAp,COP
COR20PT01703,COR20PT01703,NAp,COP
COR20PT01760,COR20PT01760,NAp,COP
COR20PT01778,COR20PT01778,NAp,COP
COR20PT01786,COR20PT01786,NAp,COP
COR20PT01794,COR20PT01794,NAp,COP
COR20PT01802,COR20PT01802,NAp,COP
COB02CB00455,BBPO217SB003,TV,COP
COB02CB00448,BBPO2179C002,TV,COP
COB02CB00463,BBPO2179C005,TV,COP
US9128282R06,BTDF0 US GOVT NAT TREASURY,SV,USD
COF11CB00044,BODS117SA003,TV,COP
COF11CB00051,BODS1179C005,TV,COP
COT13CB00108,BSIS2179C007,TV,COP
XS1054418600,BGEF5 MEX GOVT NAT TREASURY,Nap,EUR
COB23CB00840,BBOC4179B096,TV,COP
COG66CB00046,BSOD1179B007,TV,COP
COG66CB00053,BSOD1179B015,TV,COP
IE00BKM4GZ66,IE00BKM4GZ66,Nap,USD
IE00B5BMR087,IE00B5BMR087,Nap,USD
CORM3PT00233,FEP5 FCP ENERGETICO ANDINO C,NAp,COP
USP0R11WAF79,USP0R11WAF79,AV,COP
COL17CT03516,TCO364130318,Dto,COP
LU0846194776,LU0846194776,Nap,GBP
IE00B95PGT31,IE00B95PGT31,Nap,USD
CORH7PT00256,FEP5 FCP ALTRA FCP 2,NAp,COP
COE01CB00048,BEEB1179A030,Nap,COP
COE01CB00022,COE01CB00022,Nap,COP
COL40CB0LUR4,COL40CB0LUR4,PV,COP
COL17CB2HD35,COL17CB2HD35,PV,COP
COL40CB0LU99,COL40CB0LU99,PV,COP
COL40CB0LQD2,COL40CB0LQD2,PV,COP
COB12CB00025,BBSC1179B001,TV,COP
COB12CB00033,BBSC1179B002,TV,COP
Ñ969N,FED5 FCP ALPINVEST CO INV VII,Nap,USD
US9128283F58,US9128283F58,SV,USD
COT80CH02035,INST10101224,MV,COP
CORHPENDIENT,CORHPENDIENT,NAp,COP
CORI5PT00101,FEP5 FCP TC LATAM COMP - C,Nap,COP
CORM3PT00258,FEP5 FCP ENERGETICO ANDINO C,NAp,COP
US2791581091,US2791581091,Nap,USD
COL17CT03565,TUVT32160649,AV,UVR
LU0206294794,LU0206294794,Nap,USD
LU1322385532,LU1322385532,Nap,USD
LU0552385535,LU0552385535,Nap,USD
IE00B5L05M09,IE00B5L05M09,Nap,USD
COE09CB00074,BGAO3189A025,TV,COP
FED5 FCP CD&R LLC,FED5 FCP CD&R LLC,Nap,USD
FED5 FCP LREP VIII,FED5 FCP LREP VIII,Nap,USD
FEP5 FCP 4G DEUDA INFR COL,FEP5 FCP 4G DEUDA INFR COL,Nap,COP
IE00B5KRRV51,UBS GLOBAL EM OPPORTUNITY IA3,Nap,USD
ISHARES MSCI ACWI,ISHARES MSCI ACWI,NAp,USD
ISHARES EURO STOXX 50 UCITS,ISHARES EURO STOXX 50 UCITS,Nap,EUR
ISHARES EDGE MSCI MF USA,ISHARES EDGE MSCI MF USA,NAp,USD
ALLIANZ BEST STYLES US,ALLIANZ BEST STYLES US,NAp,USD
ISHARES MSCI USA MINVOL - USMV,ISHARES MSCI USA MINVOL - USMV,NAp,USD
JPM EUROPE STRATEGIC GROWTH IA,LU0248049172,Nap,EUR
SEEYOND EUROPE MINVOL,SEEYOND EUROPE MINVOL,Nap,EUR
BOPF5 EMP ENERGIA PACIFICO ESP,BOPF5 EMP ENERGIA PACIFICO ESP,TV,COP
BOPI5 EMP ENERGIA PACIFICO ESP,BOPI5 EMP ENERGIA PACIFICO ESP,TV,COP
AC PREF AVIANCA HOLDING S.A.,AC PREF AVIANCA HOLDING S.A.,NAp,COP
BOPF5 COLTEL SA ESP,BOPF5 COLTEL SA ESP,TV,COP
BOPI5 COLTEL SA ESP,BOPI5 COLTEL SA ESP,TV,COP
SEEYOND EUROPE MINVOL SIA,SEEYOND EUROPE MINVOL SIA,Nap,EUR
COT13CB00116,BSIS2179C012,TV,COP
BOPI5 G INVER SURAMERICAN,BOPI5 G INVER SURAMERICAN,TV,COP
US912810SH23,US912810SH23,SV,USD
US9128286T26,US9128286T26,SV,USD
IE00B53L3W79,IE00B53L3W79,Nap,EUR
AOPF5 AH B SANTANDER,AOPF5 AH B SANTANDER,DV,COP
BOPF5 GRUPO ARGOS,BOPF5 GRUPO ARGOS,TV,COP
BOPI5 GRUPO ARGOS,BOPI5 GRUPO ARGOS,TV,COP
BPPF5 DIST CAPITAL,BPPF5 DIST CAPITAL,TV,COP
BPPI5 DIST CAPITAL,BPPI5 DIST CAPITAL,TV,COP
BOPF5 PATAUTESTINMOBILIARIAS,BOPF5 PATAUTESTINMOBILIARIAS,TV,COP
BOPF5 GRUPO AVAL,BOPF5 GRUPO AVAL,TV,COP
COT29CB00146,BGAA119SC05,TV,COP
COT29CB00153,BGAA1199A20,TV,COP
COR23PT00436,COR23PT00436,NAp,COP
COR23PT00444,COR23PT00444,NAp,COP
COR23PT00451,COR23PT00451,NAp,COP
COR23PT00469,COR23PT00469,NAp,COP
COR23PT00477,COR23PT00477,NAp,COP
COR23PT00485,COR23PT00485,NAp,COP
COR23PT00493,COR23PT00493,NAp,COP
COR23PT00501,COR23PT00501,NAp,COP
COR23PT00519,COR23PT00519,NAp,COP
COR23PT00428,COR23PT00428,NAp,COP
XS2083305511,XS2083305511,TV,COP
FEP5 FCP YCP II,FEP5 FCP YCP II,Nap,COP
US912810SK51,US912810SK51,SV,USD
CDTBSN80P,CDTBSN80P,MV,COP
MS GLOBAL OPPORTUNITY FUND Z,MS GLOBAL OPPORTUNITY FUND Z,Nap,USD
FED5 FCP LCP IX,FED5 FCP LCP IX,Nap,USD
FEP5 FCP 4G COINV EQ INFR COL1,FEP5 FCP 4G COINV EQ INFR COL1,Nap,USD
FED5 FCP DOVER STREET X,FED5 FCP DOVER STREET X,Nap,USD
ISHARES CORE S&P SMALL CAP,ISHARES CORE S&P SMALL CAP,Nap,USD
FEE5 FCP PERMIRA VII,FEE5 FCP PERMIRA VII,Nap,EUR
BOPF5 B DAVIVIENDA,BOPF5 B DAVIVIENDA,TV,COP
BOUF5 B DAVIVIENDA,BOUF5 B DAVIVIENDA,TV,COP
BOPF5 EPM GLOBAL COP,BOPF5 EPM GLOBAL COP,AV,COP
USP9379RAZ03,USP9379RAZ03,AV,COP
US912810SL35,US912810SL35,SV,USD
BTPL220SA005,BTPL220SA005,TV,COP
BTPL2209C025,BTPL2209C025,TV,COP
BITU8207U120,BOUF5 ITAU CORPBANCA,AV,UVR
BITU820SA060,BITU820SA060,TV,UVR
XS2127518392,XS2127518392,NAp,COP
BPPF5 UNE EPM TELECOMUNICACION,BPPF5 UNE EPM TELECOMUNICACION,TV,COP
FIDELITY EMERGING ASIA I FUND,FIDELITY EMERGING ASIA I FUND,Nap,USD
ROBECO GLOBAL CONSUMER TRENDS,ROBECO GLOBAL CONSUMER TRENDS,Nap,USD
UBS CHINA OPPORTUNITY FUND,UBS CHINA OPPORTUNITY FUND,Nap,USD
JANUS HENDERSON CHINA OPP FUND,JANUS HENDERSON CHINA OPP FUND,Nap,USD
COL06CD20368,CTPF0 FINDETER,TV,COP
BAILLIE GIFFORD JAPANESE SM,BAILLIE GIFFORD JAPANESE SM,Nap,GBP
BEEP3209C007,BEEP3209C007,TV,COP
SPARX JAPAN FUND,SPARX JAPAN FUND,Nap,JPY
COJ0WCB00044,TIUF0 TIT HIP CREDIFAMILIA,MV,UVR
US279158AN94,US279158AN94,SV,USD
FED5 FCP INSIGHT XI,FED5 FCP INSIGHT XI,Nap,USD
COR97PT00109,COR97PT00109,Nap,COP
US912828Z948,US912828Z948,SV,USD
COR20PT02198,COR20PT02198,Nap,COP
COR20PT02206,COR20PT02206,Nap,COP
COR20PT02214,COR20PT02214,Nap,COP
COR20PT02222,COR20PT02222,Nap,COP
COR20PT02180,COR20PT02180,Nap,COP
COR20PT02289,COR20PT02289,Nap,COP
CORA5PT00620,CORA5PT00620,Nap,COP
CORA5PT00661,CORA5PT00661,Nap,COP
CORA5PT00679,CORA5PT00679,Nap,COP
CORA5PT00687,CORA5PT00687,Nap,COP
CORA5PT00695,CORA5PT00695,Nap,COP
CORA5PT00703,CORA5PT00703,Nap,COP
CORA5PT00711,CORA5PT00711,Nap,COP
CORA5PT00729,CORA5PT00729,Nap,COP
CORA5PT00737,CORA5PT00737,Nap,COP
CORA5PT00521,CORA5PT00521,Nap,COP
CORA5PT00539,CORA5PT00539,Nap,COP
CORA5PT00547,CORA5PT00547,Nap,COP
CORA5PT00562,CORA5PT00562,Nap,COP
CORA5PT00570,CORA5PT00570,Nap,COP
CORA5PT00588,CORA5PT00588,Nap,COP
CORA5PT00612,CORA5PT00612,Nap,COP
CORA5PT00653,CORA5PT00653,Nap,COP
CORH6PT00191,CORH6PT00191,Nap,COP
CORH6PT00209,CORH6PT00209,Nap,COP
CORH6PT00217,CORH6PT00217,Nap,COP
CORH6PT00225,CORH6PT00225,Nap,COP
CORH6PT00233,CORH6PT00233,Nap,COP
CORH6PT00241,CORH6PT00241,Nap,COP
CORH6PT00258,CORH6PT00258,Nap,COP
CORH6PT00266,CORH6PT00266,Nap,COP
CORH6PT00274,CORH6PT00274,Nap,COP
US195325DP79,US195325DP79,SV,USD
COL17CT03656,COL17CT03656,Dto,COP
COR9BPT00993,COR9BPT00993,NAp,COP
FIDELITY FUNDS US HIGH YIELD F,FIDELITY FUNDS US HIGH YIELD F,Nap,USD
JPM GLOBAL HIGH YIELD BOND I,JPM GLOBAL HIGH YIELD BOND I,Nap,USD
ROBECO HIGH YIELD BONDS,ROBECO HIGH YIELD BONDS,Nap,USD
CORM3PT00589,CORA5PT00562,Nap,COP
COR7NPT00034,CORA5PT00570,Nap,COP
JANUS HENDERSON GL HY BOND F,JANUS HENDERSON GL HY BOND F,Nap,USD
TECHNOLOGY SELECT SECTOR SPDR,TECHNOLOGY SELECT SECTOR SPDR,Nap,USD
AXA WF US HIGH YIELD BONDS I,AXA WF US HIGH YIELD BONDS I,Nap,USD
BAILLIE GIFFORD AMERICAN FUND,BAILLIE GIFFORD AMERICAN FUND,Nap,GBP
AB AMERICAN GR PFT S1 ACC,AB AMERICAN GR PFT S1 ACC,Nap,USD
GROUPAMA AVENIR EURO,GROUPAMA AVENIR EURO,Nap,EUR
LOOMIS SAYLES US GROWTH EQUITY,LOOMIS SAYLES US GROWTH EQUITY,Nap,USD
COR7LPT00061,COR7LPT00061,Nap,COP
CORM3PENDIENTE2,CORM3PENDIENTE2,Nap,COP
COR9BPT01009,COR9BPT01009,Nap,COP
CORM3PT00597,CORM3PT00597,Nap,COP
BOPI5 G INVER SURAMERICANA SA,BOPI5 G INVER SURAMERICANA SA,Nap,COP
INDUSTRIAL SELECT SECTOR SPDR,INDUSTRIAL SELECT SECTOR SPDR,Nap,USD
FINANCIAL SELECT SECTOR SPDR,FINANCIAL SELECT SECTOR SPDR,Nap,USD
BTDF0 US GOVT NAT TREASURY,BTDF0 US GOVT NAT TREASURY,Nap,USD
ISHARES MSCI EME MARKETS INDEX,ISHARES MSCI EME MARKETS INDEX,Nap,USD
VANGUARD S&P 500 ETF - VOO,VANGUARD S&P 500 ETF - VOO,Nap,USD
AC PREF BCO BANCOLOMBIA,AC PREF BCO BANCOLOMBIA,Nap,COP
BOPF5 CODENSA,BOPF5 CODENSA,TV,COP
UBS GLOBAL EM OPPORTUNITY IA3,UBS GLOBAL EM OPPORTUNITY IA3,Nap,USD
BOPF5 B BOGOTA,BOPF5 B BOGOTA,TV,COP
BOPI5 FINANCIERA DES NACIONAL,BOPI5 FINANCIERA DES NACIONAL,TV,COP
COMMUNICATION SERV SECTOR SPDR,COMMUNICATION SERV SECTOR SPDR,Nap,USD
CONSUMER DISCRET SELECT SPDR,CONSUMER DISCRET SELECT SPDR,Nap,USD
BOPI5 GRUPO BOLIVAR SA,BOPI5 GRUPO BOLIVAR SA,TV,COP
BOUF5 GRUPO BOLIVAR SA,BOUF5 GRUPO BOLIVAR SA,AV,UVR
ISHARES MSCI CHINA INDEX FUND,ISHARES MSCI CHINA INDEX FUND,Nap,USD
ISHARES FTSE XINHUA CHINA 25,ISHARES FTSE XINHUA CHINA 25,Nap,USD
MATERIALS SELECT SECTOR SPDR,MATERIALS SELECT SECTOR SPDR,Nap,USD
ISHARES EDGE MSCI USA VALUE,ISHARES EDGE MSCI USA VALUE,Nap,USD
BOPI5 PRIMAX,BOPI5 PRIMAX,TV,COP
BOUF5 PRIMAX,BOUF5 PRIMAX,AV,UVR
ALLIANZ CHINA A SHARES W7 USD,ALLIANZ CHINA A SHARES W7 USD,Nap,USD
BAILLIE GIFFORD LONG TERM GLOB,BAILLIE GIFFORD LONG TERM GLOB,Nap,GBP
ENERGY SELECT SECTOR SPDR,ENERGY SELECT SECTOR SPDR,Nap,USD
COL17CT03748,TFIT16090736,AV,COP
BOPI5 B BOGOTA,BOPI5 B BOGOTA,TV,COP
BAILLIE GIFFORD PACIFIC B ACC,BAILLIE GIFFORD PACIFIC B ACC,Nap,GBP
FIDELITY GREATER CHINA I ACC,FIDELITY GREATER CHINA I ACC,Nap,USD
JPM CHINA ASHARE OPPORT I ACC,JPM CHINA ASHARE OPPORT I ACC,Nap,USD
BTDF0 TREASURY BILL,BTDF0 TREASURY BILL,Nap,USD
BOPI5 BANCAMIA,BSMIA1219C02,TV,COP
BOUF5 PA  AUTOPISTA RIO MAGDAL,BOUF5 PA  AUTOPISTA RIO MAGDAL,SV,UVR
BOPI5 BCO SERFINANZA,BSFN2219C003,TV,COP
XS2296812907,NBPF5 NOTA BBVA GL MARKETS BV,PV,COP
XS2299304860,NBPF5 NOTA BARCLAYS BANK,PV,COP
XS2375836983,NBPF5 NOTA BANK OF NOVA SCOTIA,PV,COP
COB51CB00908,BDVI1218B036,MV,COP
COB07CB00629,BSBCB2218E03,MV,COP
ISHARES JPM EM BOND UCITS,ISHARES JPM EM BOND UCITS,Nap,USD
ISHARES JPM EM CORP BOND UCITS,ISHARES JPM EM CORP BOND UCITS,Nap,USD
